trace,Identifier,Species,LAT,LONG,location,Site Description,Collector,year,month,GPS,note,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Lowry1966,Leporillus conditor,127.066667,-30.966667,Lynch Cave,,Lowry 1966; Butler 1967,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Lowry1966,Leporillus conditor,127.183333,-31.433333,Unnamed,,Lowry 1966,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12765,Leporillus conditor,127.233329,-31.666674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12764,Leporillus conditor,127.233331,-31.716674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12741,Leporillus conditor,127.233332,-31.566674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Zeck1960,Leporillus conditor,127.233333,-31.716667,Mullamullang Cave,,Lowry 1966; Bridge 1966,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Lowry1966,Leporillus conditor,127.233333,-31.566667,Roaches Rest Cave,,Lowry 1966; Lance 1976,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Lowry1966,Leporillus conditor,127.433333,-31.666667,Abrakurrie Cave,,Lowry 1966; Bywater 1969; Jones 1976,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Archer1969,Leporillus conditor,127.433333,-31.65,Horseshoe Cave,,Archer et al. 1969 to 1970,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12751,Leporillus conditor,127.716661,-31.683341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Lance1976,Leporillus conditor,127.716667,-31.833333,Witches Cave,,Lance 1976,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Lowry1966,Leporillus conditor,127.716667,-31.683333,Thylacine Hole,,Lowry 1966,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12769,Leporillus conditor,127.799994,-31.775005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12717,Leporillus conditor,127.799996,-31.766670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Cook1962,Leporillus conditor,127.8,-31.766667,Webbs Cave,,Cook 1962; Baynes et al. 1967; Thomas et al. 1972,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Lowry1966,Leporillus conditor,127.866667,-31.433333,Skinkhole,,Lowry 1966,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Lowry1966,Leporillus conditor,127.95,-31.166667,Old Homestead Cave,,Lowry 1966,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12744,Leporillus conditor,128.483324,-31.666673, Mt Gibson Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12746,Leporillus conditor,128.483328,-31.250002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12756,Leporillus conditor,128.483329,-31.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12754,Leporillus conditor,128.483332,-31.716674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12784,Leporillus conditor,128.483332,-31.650001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Lowry1966,Leporillus conditor,128.483333,-31.716667,Kutowalla Doline,,Lowry 1966,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Lowry1966,Leporillus conditor,128.483333,-31.7,Winbirra Cave,,Lowry 1966,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Lowry1966,Leporillus conditor,128.483333,-31.25,Unnamed,,Lowry 1966,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Lowry1966,Leporillus conditor,128.583333,-31.4,Unnamed,,Lowry 1966,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,13238,Leporillus conditor,128.666661,-30.483338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Baynes2002,Leporillus conditor,128.667,-30.483000,Nullarbor sinkhole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12763,Leporillus conditor,128.749990,-31.066675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Lowry1966,Leporillus conditor,128.75,-31.666667,Weebubbie Cave,,Lowry 1966,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Lowry1966,Leporillus conditor,129.033333,-31.683333,Unnamed,Overhang in cliffs 1.2 miles E. of Wilsons Bluff cairn.,Lowry 1966,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Lowry1968,Leporillus conditor,129.1,-31.533333,Warbla Cave,,Lowry 1968; Bywater 1969,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Carlisle1975,Leporillus conditor,129.25,-29.75,Unnamed,"A group of seven caves ""100 miles north-east Forrest (approx.)"", of which four yielded material.",Carlisle 1975,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12646,Leporillus conditor,129.833327,-31.400004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12645,Leporillus conditor,129.916660,-31.500004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12767,Leporillus conditor,130.966662,-30.550008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12689,Leporillus conditor,131.249993,-30.250004, Kalbarri National Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12692,Leporillus conditor,131.249994,-30.583341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12690,Leporillus conditor,131.666659,-30.450003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12873,Leporillus conditor,131.666666,-30.466670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12655,Leporillus conditor,133.649994,-32.450007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12662,Leporillus conditor,133.666664,-32.450004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12568,Leporillus conditor,134.166662,-27.966675, Shark Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12733,Leporillus conditor,136.266658,-34.516667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12657,Leporillus conditor,136.999996,-28.500004, Peron Peninsula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,18472,Leporillus conditor,138.375625,-30.258891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12660,Leporillus conditor,138.416666,-30.550001, NE Cape Cuvier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,18497,Leporillus conditor,138.782484,-29.389539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,114484,Leporillus conditor,138.903465,-31.104991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,114192,Leporillus conditor,139.273070,-30.174112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12658,Leporillus conditor,139.283329,-30.966670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12572,Leporillus conditor,141.949993,-33.950004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12576,Leporillus conditor,142.333324,-32.666672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midden,McBride 2022,Leporillus sp.,-22.946433,118.864421,Pilbara,,,,,,approximation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midden,McBride 2022,Leporillus sp.,-22.946433,118.864421,Pilbara,,,,,,approximation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midden,McBride 2022,Leporillus sp.,-22.946433,118.864421,Pilbara,,,,,,approximation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midden,McBride 2022,Leporillus sp.,-22.946433,118.864421,Pilbara,,,,,,approximation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midden,McBride 2022,Leporillus sp.,-22.946433,118.864421,Pilbara,,,,,,approximation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midden,McBride 2022,Leporillus sp.,-22.946433,118.864421,Pilbara,,,,,,approximation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midden,McBride 2022,Leporillus sp.,-22.946433,118.864421,Pilbara,,,,,,approximation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midden,McBride 2022,Leporillus sp.,-22.946433,118.864421,Pilbara,,,,,,approximation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midden,McBride 2022,Leporillus sp.,-22.946433,118.864421,Pilbara,,,,,,approximation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midden,McBride 2022,Leporillus sp.,-22.946433,118.864421,Pilbara,,,,,,approximation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midden,McBride 2022,Leporillus sp.,-22.946433,118.864421,Pilbara,,,,,,approximation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midden,McBride 2022,Leporillus sp.,-22.946433,118.864421,Pilbara,,,,,,approximation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midden,McBride 2022,Leporillus sp.,-22.946433,118.864421,Pilbara,,,,,,approximation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midden,McBride 2022,Leporillus sp.,-22.946433,118.864421,Pilbara,,,,,,approximation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midden,McBride 2022,Leporillus sp.,-22.946433,118.864421,Pilbara,,,,,,approximation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midden,Cole2000,Leporillus sp.,134.333320,-23.616640,Loves Creek Station, Edel Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midden,Cole2000,Leporillus sp.,134.399980,-23.266600,"Allitera Tableland Hale River, eastern side, around Numery Dam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midden,Cole2000,Leporillus sp.,137.251667,-22.000000,Manners Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midden,Cole2000,Leporillus sp.,137.320556,-22.004444,Manners Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midden,12567,Leporillus sp.,140.783331,-37.833334,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Pearson2002,Leporillus sp.,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,M0236,Leporillus sp.,119.666667,-30.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,MO1,Leporillus sp.,119.666667,-30.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,PTA121A,Leporillus sp.,122.976944,-28.419722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,PTA234b,Leporillus sp.,122.976944,-28.419722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,QVA312,Leporillus sp.,123.267222,-30.328889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,QVA464,Leporillus sp.,123.267222,-30.328889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,QVB107,Leporillus sp.,123.267222,-30.328889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,QVB37,Leporillus sp.,123.267222,-30.328889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,QVB37,Leporillus sp.,123.267222,-30.328889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,M0505,Leporillus sp.,124.983333,-25.050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,M05170b,Leporillus sp.,124.983333,-25.050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,M06,Leporillus sp.,124.983333,-25.050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,M0652,Leporillus sp.,124.983333,-25.050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,M07,Leporillus sp.,124.983333,-25.050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,M07,Leporillus sp.,124.983333,-25.050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12622,Leporillus sp.,124.999995,-25.066672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12623,Leporillus sp.,125.066657,-25.183337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12624,Leporillus sp.,125.297218,-25.550001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12711,Leporillus sp.,125.333330,-31.016668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12628,Leporillus sp.,125.415554,-26.961113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12598,Leporillus sp.,125.499998,-25.716671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12625,Leporillus sp.,125.549993,-25.247227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12593,Leporillus sp.,125.549994,-25.650006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12673,Leporillus sp.,125.583325,-25.050002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12649,Leporillus sp.,125.616666,-27.100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12629,Leporillus sp.,125.666657,-26.850007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12651,Leporillus sp.,125.666657,-26.850007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12595,Leporillus sp.,125.866665,-26.600004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12626,Leporillus sp.,125.930548,-25.772228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12681,Leporillus sp.,125.949998,-26.783336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12704,Leporillus sp.,125.966663,-26.050009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12596,Leporillus sp.,126.016660,-26.516670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12631,Leporillus sp.,126.016660,-26.516670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12650,Leporillus sp.,126.083327,-28.300008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12627,Leporillus sp.,126.199990,-25.750004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12632,Leporillus sp.,126.291657,-27.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12635,Leporillus sp.,126.366659,-27.050003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12597,Leporillus sp.,126.366663,-26.833335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12633,Leporillus sp.,126.380555,-26.831950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12648,Leporillus sp.,126.416664,-27.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12647,Leporillus sp.,126.433326,-27.233339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12636,Leporillus sp.,126.449994,-26.758334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12637,Leporillus sp.,126.466660,-26.666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12634,Leporillus sp.,126.483327,-27.166673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12682,Leporillus sp.,126.533327,-26.600004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12630,Leporillus sp.,127.399990,-25.800007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12734,Leporillus sp.,127.433331,-26.183336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,CAA04,Leporillus sp.,127.913333,-26.158333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12680,Leporillus sp.,128.966661,-28.750002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12602,Leporillus sp.,129.183333,-28.916667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12591,Leporillus sp.,129.358326,-25.916674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12605,Leporillus sp.,129.999996,-31.366676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12730,Leporillus sp.,130.449998,-26.450008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12606,Leporillus sp.,130.708331,-31.323619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12668,Leporillus sp.,130.716660,-31.322227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12669,Leporillus sp.,130.741659,-31.202779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12667,Leporillus sp.,130.865269,-31.366672, Pinnacles Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12672,Leporillus sp.,131.037496,-31.248612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12670,Leporillus sp.,131.047218,-31.155558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12665,Leporillus sp.,131.072221,-31.294447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12666,Leporillus sp.,131.383331,-31.027786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12671,Leporillus sp.,131.383333,-31.033342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Berry (1993),Leporillus sp.,131.683333,-24.316667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,Berry (1993),Leporillus sp.,131.683333,-24.316667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,FinkeA22,Leporillus sp.,132.200000,-24.433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,FinkeF4,Leporillus sp.,132.200000,-24.433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,FinkeG15,Leporillus sp.,132.200000,-24.433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,FinkeH19,Leporillus sp.,132.200000,-24.433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,FinkeI16,Leporillus sp.,132.200000,-24.433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12600,Leporillus sp.,132.433328,-27.033334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,"Nelson et al (1990) , ",Leporillus sp.,133.000000,-24.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,"Nelson et al (1990) , ",Leporillus sp.,133.000000,-24.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12570,Leporillus sp.,133.249999,-26.583339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12617,Leporillus sp.,133.266665,-26.566672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12616,Leporillus sp.,133.449999,-26.983335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,GRD12,Leporillus sp.,133.498611,-26.953056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12618,Leporillus sp.,133.508332,-26.950006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12620,Leporillus sp.,133.749991,-26.950008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12619,Leporillus sp.,133.774991,-26.041672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12638,Leporillus sp.,133.899998,-25.891671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12588,Leporillus sp.,133.899998,-25.800009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12639,Leporillus sp.,133.949992,-25.883337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12640,Leporillus sp.,134.074993,-25.958336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12697,Leporillus sp.,134.083327,-28.166669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12610,Leporillus sp.,134.166662,-27.966675, Shark Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,12609,Leporillus sp.,134.183326,-27.966675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USA127,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USA131,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USA16,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USA22,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USB10,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specimen,USB10,Leporillus sp.,134.198333,-25.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
