Year (BP),Minimum,5th Percentile,Median,95th Percentile,Maximum,Area Mean
9900,-4.27976735433,-0.913834576077,-0.0675549825033,1.19900999281,1.88194461399,0.0249507259878
9890,-4.31539154053,-0.964544847276,-0.0666182623969,1.37279279073,1.91351047092,0.0606943179713
9880,-4.37384863959,-1.07227131314,-0.101597340902,1.35145888435,1.67487657335,0.0276309468753
9870,-4.42113850911,-1.11303193834,-0.0457053290473,1.16825622559,1.61410166423,0.0119372568641
9860,-4.43334994846,-1.0476750946,-0.093850962321,1.15326521979,1.63828023275,-0.0176917572356
9850,-4.41825290256,-0.868526746962,-0.0295038859049,1.27899359809,1.68463372125,0.0162232000745
9840,-4.38987240262,-0.621945054796,-0.0460051642524,1.34636461894,1.72696007623,0.0161909916406
9830,-4.37391560872,-0.878837517632,-0.0456564161513,1.111082272,1.43015509711,-0.0193971893071
9820,-4.36432274712,-1.01814441257,-0.124722629123,0.880735626221,1.04916483561,-0.119346853671
9810,-4.34682413737,-1.35115390354,-0.16404876709,0.792835337321,0.938637288411,-0.182128394324
9800,-4.3394938151,-1.1332982805,-0.248423851861,0.829464484321,1.23505486382,-0.233099138067
9790,-4.38468848334,-1.08581253899,-0.164869096544,1.03420889113,1.52470770942,-0.141126466187
9780,-4.35352647569,-1.18711180793,-0.235728115506,1.3728819614,1.92708621555,-0.0862239823177
9770,-4.29854549832,-0.960426389906,-0.129041120741,1.330743298,2.03186798096,-0.0324287959779
9760,-4.23125932482,-1.0430480957,-0.149106258816,0.915146467421,1.31342705621,-0.121107560145
9750,-4.30011206733,-1.18442298041,-0.231797536214,0.593976245456,1.13333825005,-0.284596143528
9740,-4.4133090549,-1.14359214783,-0.232052866618,0.636862665812,1.1792421129,-0.25403857528
9730,-4.38456047906,-1.10613996718,-0.198064168294,1.08071800232,1.52404242622,-0.186504286623
9720,-4.33470136854,-0.622728847928,-0.0103631761339,1.36391826206,2.00222913954,0.102877313245
9710,-4.48159298367,-0.688580152724,0.0527140299479,1.74671164619,2.18907911513,0.21424928726
9700,-4.77930755615,-0.694671308729,0.123581102159,1.67551031325,2.30912000868,0.271491667172
9690,-5.00529649523,-0.657810770671,0.102950456407,1.69365251329,2.20211503771,0.210681245938
9680,-4.78914845785,-0.643103374905,-0.0304943508572,1.506383294,1.9490085178,0.0627146646901
9670,-4.68876156277,-0.839520628187,-0.014432864719,1.36382447984,1.81351030138,0.036687571349
9660,-4.49251963298,-0.627257605659,-0.0454414367676,1.27370288425,1.94695315891,0.0231033253006
9650,-4.48012017144,-0.794678743151,0.0471440633138,1.28924145169,1.89942270915,0.114638956702
9640,-4.43277672662,-0.890473090278,0.0565575493707,1.40986191644,1.99336395264,0.143801465329
9630,-4.42678087023,-1.01601051331,-0.10315890842,0.995525283813,1.29926571316,-0.0892584545549
9620,-4.35394744873,-0.957395146688,-0.133481767442,0.977841491699,1.41744113498,-0.107474648779
9610,-4.30595177544,-1.05256677416,-0.17545759413,0.751310653687,1.17416670058,-0.207946433872
9600,-4.34808824327,-1.0341246287,-0.0122016059028,1.13935973273,1.88403930664,-0.0237473551458
9590,-4.37454986572,-0.93443804423,-0.0239975823296,1.2645359887,1.90056949192,0.0198619667801
9580,-4.33551618788,-0.780380723741,0.0783140394423,1.27943775601,1.64629007975,0.109312905968
9570,-4.31210259332,-0.609250598484,0.00627051459418,1.42807220459,1.95515119765,0.166137207909
9560,-4.25820787218,-0.667644034492,0.0402080112033,1.44018917508,1.75657958984,0.118181934179
9550,-4.25447591146,-0.608833075629,0.0344342549642,1.4974335395,1.9718653361,0.142321746044
9540,-4.36044904921,-0.833788503011,-0.100050523546,1.37274718391,1.73386027018,-0.00494375160257
9530,-4.45703752306,-1.20481289334,-0.111893717448,1.20464849684,1.61925760905,-0.0966768505756
9520,-4.56073930528,-1.52077373928,-0.138022443983,1.06080575731,1.41475084093,-0.16346101224
9510,-4.53848130968,-1.23574657016,-0.123989783393,0.99281996833,1.347720676,-0.13477906236
9500,-4.56190677219,-1.10415046692,-0.0498206244575,1.20881319682,1.53619656033,-0.0104294293427
9490,-4.45377044678,-1.06089987013,-0.118803575304,1.0511734687,1.42558525933,-0.0894258148969
9480,-4.325652398,-1.03734740363,-0.0017933315701,1.18818583171,1.52804870605,0.0223266427186
9470,-4.34403245714,-1.07353347778,-0.0945350646973,0.811134838528,1.10904337565,-0.145856223746
9460,-4.31854553223,-0.965961914062,-0.0478644476997,0.893378177219,1.27515428331,-0.0965604578004
9450,-4.36745113797,-1.02788696289,-0.184087371826,0.745240597195,1.10409274631,-0.195922675907
9440,-4.28880377875,-1.14898240831,-0.180223761664,0.610647057427,0.86609225803,-0.236260752307
9430,-4.38392401801,-1.04030386183,-0.0886340671115,0.700557759603,1.05794440375,-0.150574348366
9420,-4.42258877224,-0.931195670234,-0.154984283447,0.773158755832,1.1728269789,-0.133988064849
9410,-4.53719855414,-0.714397125244,0.0136210971408,1.35335648431,1.63115115696,0.0896298500568
9400,-4.4198650784,-0.557958365546,0.0915875752767,1.6542141215,2.10714857313,0.185331783148
9390,-4.38389875624,-0.606634894477,0.0816746181912,1.58042645772,2.12961357964,0.195357551497
9380,-4.27230919732,-0.710109786987,-0.00359564887152,1.29962471008,1.85004611545,0.0950059204481
9370,-4.39454532199,-0.838504757351,-0.110316212972,1.0319657135,1.31997239855,-0.0465974342583
9360,-4.39345906576,-0.829484066433,-0.0984876844618,1.14098709106,1.60356953939,0.00221181813482
9350,-4.46573045519,-0.913183432685,-0.0830531650119,1.05959229363,1.92885742188,-0.0390948224307
9340,-4.49032813178,-1.12914107429,-0.124275292291,0.901935060289,1.76662038167,-0.141080634348
9330,-4.53775566949,-1.32146085951,-0.144541337755,0.732325422499,1.40646209717,-0.202749583938
9320,-4.66361134847,-1.27692219204,-0.160609096951,0.757557279799,1.13363427056,-0.202199142288
9310,-4.52048746745,-1.09367402818,-0.0910339355469,0.981380996704,1.34966701931,-0.0761529201013
9300,-4.59770541721,-0.786092393663,-0.105282762316,0.740715298123,1.24108784993,-0.131202448791
9290,-4.55823686388,-0.820432857937,-0.0576685587565,1.02693444994,1.41430528429,-0.0319962726679
9280,-4.50048031277,-0.769442401462,-0.0904438442654,1.003756663,1.36728278266,-0.104179006057
9270,-4.48762139214,-0.878751237657,-0.00690528021918,1.35660706414,1.69351738824,0.0300088686921
9260,-4.41785447862,-0.85637336731,-0.0757313198513,1.17692625258,1.62219679091,-0.0186106276436
9250,-4.40571017795,-0.953723458184,-0.120908440484,0.981259613037,1.21913757324,-0.0795043535099
9240,-4.33209957547,-1.26650082906,-0.133696407742,0.712074050903,0.930384657118,-0.19019842544
9230,-4.3480758667,-1.11609718323,-0.14505343967,0.745531828139,1.11736924913,-0.167939540313
9220,-4.26325174967,-0.830774188572,-0.0630873786079,1.14413854811,1.37743665907,-0.00652664703585
9210,-4.2179075453,-0.739550560845,-0.162119717068,1.29796840244,1.72114495171,0.0166252066304
9200,-4.14435272217,-0.736450805664,-0.038222249349,1.21261867099,1.75171881782,0.043297142784
9190,-4.29605136447,-0.700952801175,-0.0134651184082,1.40200561523,1.83913353814,0.123562390561
9180,-4.55029466417,-0.746915452745,0.107709672716,1.55066455417,2.05588141547,0.215780378935
9170,-4.71567128499,-0.766220194499,0.0380234612359,1.62430827671,1.91727684869,0.208733881005
9160,-4.69262017144,-0.694436535305,0.0196866353353,1.35121331957,1.80322570801,0.0920961615424
9150,-4.42840983073,-0.946432215373,-0.0945448981391,1.17672220866,1.86277669271,0.000730051162062
9140,-4.38299933539,-0.896705796984,-0.124050733778,1.15831873576,1.88674079047,-0.063840023305
9130,-4.30580512153,-0.901060248481,-0.0302170647515,1.38796729194,2.10522986518,0.0475028200635
9120,-4.26924472385,-0.916877933078,-0.117637464735,0.904965260824,1.44025132921,-0.0576826646626
9110,-4.33046434191,-0.918283682929,-0.0278475443522,0.997198401557,1.5745803833,-0.0100886148402
9100,-4.41633639865,-0.970898191664,-0.202354176839,0.487608854506,0.977786424425,-0.227280807875
9090,-4.5223590427,-0.651939290365,-0.100052303738,0.955169872708,1.31458909776,-0.0931691539348
9080,-4.45814565023,-0.751037139893,-0.152120039198,1.05341874864,1.45872955322,-0.118221931753
9070,-4.36912655301,-0.865646650526,-0.100592803955,1.13886644151,1.744402398,-0.0506053624206
9060,-4.3507651435,-0.850005196465,-0.116860283746,0.894986385769,1.46751895481,-0.105739727421
9050,-4.39077063666,-0.89736082289,-0.0404496086968,0.802596672906,1.42960832384,-0.0830350737645
9040,-4.47063479953,-1.12188606262,-0.18598912557,0.828882251316,1.36610836453,-0.175786146546
9030,-4.51611005995,-0.995349587335,-0.0879063924154,0.911627070109,1.57028062609,-0.0786754023923
9020,-4.56861775716,-0.971096369425,-0.139709218343,0.930176052517,1.38510487874,-0.109557282007
9010,-4.60104929606,-0.884409408569,-0.0842385186089,1.12907521566,1.31554785834,-0.0392939003574
9000,-4.4979663425,-0.978383806017,-0.00918570624457,1.28550469293,1.41352725559,0.0037483236076
8990,-4.44347652859,-1.1203896247,-0.0265695359972,1.23715452406,1.5767332289,-0.0142660231512
8980,-4.46071573893,-1.08676143222,0.025346883138,1.38905658298,1.85181376139,0.115080525423
8970,-4.46716545953,-0.682240142822,0.118417443169,1.45853632609,1.85317687988,0.210243492694
8960,-4.37180769179,-0.547879960802,0.195604112413,1.76694167243,2.05994008382,0.305470205661
8950,-4.30806121826,-0.572491870456,0.160607825385,1.59548556858,1.90580223931,0.257688707796
8940,-4.30698564317,-0.701955362956,0.0162144131131,1.14629001194,1.54439375136,0.0569065580092
8930,-4.34712151421,-0.738651038276,0.0163201226128,1.04704023573,1.42512139214,0.0221556809168
8920,-4.41745995416,-0.708176142375,0.0464508904351,1.12599143982,1.37400054932,0.0788669424184
8910,-4.48983018663,-0.653949720595,0.0784544203016,1.46637424893,1.84394700792,0.194343547368
8900,-4.51455027262,-0.687022255792,0.0738593207465,1.46987687853,1.82780626085,0.151083771247
8890,-4.53469814724,-0.906470862495,0.00885289510091,1.40297994826,1.87709197998,0.0764126302668
8880,-4.43830108643,-0.909837705824,-0.0810017055935,1.25296467251,1.63509233263,0.00372037345344
8870,-4.43567013211,-0.764501486884,-0.014730919732,1.39038295322,2.13602735731,0.0808523786853
8860,-4.44723476834,-0.792443644206,-0.0833596123589,1.39361678229,1.92663947211,0.0375824940101
8850,-4.50555504693,-0.750718985664,-0.0178055657281,1.40181365119,2.0090552436,0.0356056479678
8840,-4.46834411621,-1.07025138855,-0.127137586806,0.993487887912,1.52164442274,-0.114356609147
8830,-4.55888044569,-0.893805736966,-0.0811189439562,0.867478603787,1.46659138997,-0.0768326479872
8820,-4.6365737915,-1.12739194234,-0.0795733133952,0.881805343628,1.33394402398,-0.119178515638
8810,-4.78816511366,-0.867604751587,-0.0218837314182,1.20540482415,1.47110188802,0.0434104593386
8800,-4.73961673313,-1.05524258084,-0.00259433322483,1.31506730821,1.63148956299,0.0958156130621
8790,-4.76815321181,-1.01200916714,0.00625559488932,1.39136817932,1.73959265815,0.0984781990841
8780,-4.66898362901,-0.805873608059,-0.0126069810655,1.36617681715,1.8972430759,0.103048733634
8770,-4.70364685059,-0.852424850464,-0.0256759643555,1.41546437581,1.88854963515,0.0746320763827
8760,-4.7254196167,-0.821984676785,-0.0664705064562,1.43113535563,1.94503428141,0.0613291156923
8750,-4.69522620307,-0.854403525458,-0.0981345282661,1.21252443102,1.52380472819,-0.0135836315368
8740,-4.60099131266,-0.776050084432,-0.119179026286,0.95744070265,1.2069357978,-0.0611976923702
8730,-4.43031819661,-0.748646782769,-0.106131913927,0.7217123074,0.992778523763,-0.13334197701
8720,-4.47461107042,-0.815708007813,-0.129561021593,0.780940272013,0.932383728027,-0.161178232085
8710,-4.3678624471,-0.736403588189,-0.119937557644,0.758928816054,1.16392635769,-0.105971398013
8700,-4.38062727186,-0.734622989231,-0.034700012207,0.986068242391,1.3115459866,-0.019866902866
8690,-4.38011542426,-0.798078070747,0.0418927510579,1.24981543647,1.53362053765,0.0984657909558
8680,-4.49390750461,-1.02645224677,0.074078962538,1.25989506192,1.53446994358,0.148715614582
8670,-4.52293548584,-0.944788648817,0.149353196886,1.20306781345,1.78454488118,0.153176763373
8660,-4.51679212782,-1.01403420342,0.00766245524089,0.901376486884,1.64381951226,-0.0159364842118
8650,-4.46258477105,-0.865536592272,-0.0584395514594,0.974445326063,1.38534596761,-0.0489545716495
8640,-4.36337907579,-0.868985977173,-0.16592763265,0.963976677789,1.22774827745,-0.130279187996
8630,-4.35820227729,-0.882472949558,0.0211877610948,1.30505440606,1.66108669705,0.0490961518374
8620,-4.4149714152,-0.893873146905,-0.0969438340929,1.05870379978,1.69077894423,-0.0686778889078
8610,-4.38160146077,-0.859187486437,-0.00491222805447,1.26775928921,1.86133371989,0.0572828542671
8600,-4.39036373562,-0.630756081475,0.0551478068034,1.25868469238,1.65385640462,0.0700116420147
8590,-4.40587666829,-0.557750718859,0.0609163920085,1.25144643995,1.75678032769,0.0964635858757
8580,-4.61807200114,-1.04591662089,-0.00883551703559,0.943418036567,1.33543565538,-0.0466421347092
8570,-4.76392211914,-1.49387537638,-0.190470547146,0.604523179796,1.07928534614,-0.252697007663
8560,-4.65834401449,-1.45919215732,-0.0805049472385,0.849295399984,1.19178619385,-0.148344723244
8550,-4.58756290012,-1.17694330004,-0.0517688327365,0.821796035767,1.29085167779,-0.118880184452
8540,-4.47897101508,-0.98031088935,-0.13090133667,0.643136206733,1.00084482829,-0.187379500594
8530,-4.65697801378,-0.776621280246,-0.276700846354,0.54320672777,0.909684244792,-0.307211343414
8520,-4.6705754598,-0.832528516981,-0.22064098782,0.66993631151,1.23492804633,-0.232671367244
8510,-4.74626668294,-1.15340785556,-0.131897226969,0.844537667169,1.26020490858,-0.158017399634
8500,-4.75990787082,-1.51627204895,-0.039176940918,0.761385387845,1.01826680501,-0.123367383081
8490,-4.74423014323,-1.26863566081,-0.0774436102973,0.729603627523,0.930955674913,-0.126538259777
8480,-4.67281951904,-1.04982984755,-0.0653502570258,0.912033428616,1.30889180501,-0.057444044163
8470,-4.47232699924,-0.901455230713,-0.0360308329264,0.779716720581,1.2093717787,-0.0950353282084
8460,-4.40679711236,-0.900634596083,-0.0729647318522,0.943350194295,1.49151628282,-0.0700301282299
8450,-4.38530510796,-0.755648167928,-0.158867645264,0.603622529772,1.00327538384,-0.189036846381
8440,-4.42189415826,-1.07954540677,-0.219666375054,0.32284286499,0.659722561306,-0.286338764779
8430,-4.3749464247,-0.954720781114,-0.232816992866,0.13269074334,0.313855150011,-0.342088314016
8420,-4.38637813992,-0.949899554782,-0.201599290636,0.492779583401,0.760870191786,-0.245268185755
8410,-4.34678141276,-0.763518074883,-0.0648186577691,0.839149754842,1.12133992513,-0.0444469928573
8400,-4.31729855008,-0.736340823703,0.0370400322808,1.09034365336,1.36943969727,0.0406590542544
8390,-4.28384128147,-0.561541781955,0.0844190809462,1.16553839789,1.54689364963,0.0986031870976
8380,-4.35544704861,-0.76864112854,0.0116613599989,1.29366606818,1.74849073622,0.0457356537333
8370,-4.47869398329,-0.784018910726,0.0108963012695,1.1837450748,1.8203962538,-0.00427379413194
8360,-4.61166381836,-0.925461010403,-0.0430434332954,0.969148322211,1.59244706896,-0.0499806378676
8350,-4.49935557048,-0.709717051188,0.00147086249458,0.80402241177,1.2155520969,-0.00874213705261
8340,-4.36218329536,-0.665935957167,0.0558176676432,1.09181044685,1.48123151991,0.0449695287175
8330,-4.37361568875,-0.63657939487,0.0387630886502,1.2334784868,1.60081498888,0.110188588004
8320,-4.61537695991,-0.994346254137,-0.0468236287435,1.19978904724,1.53826819526,-0.0255218440943
8310,-4.71851908366,-1.01743339539,-0.117836337619,0.890225694444,1.29230906169,-0.14838619531
8300,-4.65177018907,-1.14674412198,-0.214582909478,0.672605556912,1.06939985487,-0.279501767698
8290,-4.57402886285,-1.27435362074,-0.203834533691,0.856091266208,1.30941162109,-0.25850925507
8280,-4.5870976766,-1.45218906826,-0.213147396512,0.634036331177,0.881624009874,-0.30497306786
8270,-4.59274817573,-1.23912343343,-0.139874182807,0.907742123074,1.31559702555,-0.176710166471
8260,-4.51780056424,-0.749476928711,-0.127536095513,0.873289633857,1.3994579739,-0.103776870474
8250,-4.46515757243,-0.658796742757,-0.00449863009983,1.35796162075,1.85391540527,0.0813618990167
8240,-4.40133344862,-0.776195729574,-0.0392285664876,1.2133758884,1.77617458767,0.00810368191665
8230,-4.53742455377,-0.998931486342,-0.0434040493435,0.769966108534,1.17270253499,-0.0704999065541
8220,-4.51539374457,-1.27685255263,-0.119978671604,0.655318806966,0.855207824707,-0.19063957172
8210,-4.57610948351,-1.18186884562,-0.028562842475,0.899815394084,1.10382453071,-0.078265960075
8200,-4.4052315606,-0.992376056247,0.00644810994466,0.939182747735,1.34504140218,0.0263014017674
8190,-4.46260528564,-0.651320987278,0.068352593316,1.40676685757,1.97948828803,0.130361582746
8180,-4.48717753092,-0.919725316366,-0.0217244466146,1.34971655104,1.89459262424,0.0296204755423
8170,-4.60693596734,-0.750769178602,-0.0467799716526,1.0322174157,1.45400051541,-0.0489018679396
8160,-4.51744571262,-0.782605056763,-0.117947387695,1.11926419576,1.6252714369,-0.0922068678489
8150,-4.42149759928,-0.733149431017,-0.129927402072,1.17545272827,1.53579135471,-0.0513382657964
8140,-4.37231241862,-0.772058037652,-0.142580074734,1.02934587267,1.50753258599,-0.0868455671384
8130,-4.5002887302,-0.965715120104,-0.138197750515,0.75350859748,1.04862009684,-0.175032597389
8120,-4.50393473307,-1.06679057651,-0.192567189535,0.738657006158,1.02908087836,-0.251936610988
8110,-4.58026106093,-1.20615534465,-0.148890940348,1.09376649645,1.54706403944,-0.131123982533
8100,-4.52449476454,-1.04173795064,-0.0779472351074,1.16900802612,1.62156592475,-0.0325127344379
8090,-4.50925106472,-0.924066585965,0.02478612264,1.39880473667,1.69309624566,0.111910323147
8080,-4.46010335286,-0.938800447252,0.127124532064,1.32824782477,1.72452223036,0.146173190846
8070,-4.43936784532,-0.642579218547,0.0716918945313,1.4448050944,1.98637474908,0.156119204953
8060,-4.48366427951,-1.03332073636,-0.0694451226128,0.999320051405,1.42127956814,-0.0840989530208
8050,-4.43536580404,-0.943921754625,-0.152019670275,0.980578842163,1.37270626492,-0.0841112216095
8040,-4.38002387153,-0.887180218167,-0.172601911757,0.86925561693,1.14218478733,-0.172209238195
8030,-4.39083574083,-0.785938813951,-0.0469765557183,1.02877939012,1.60470598009,0.000105268469963
8020,-4.493800354,-0.922414550781,-0.21070590549,0.361936950684,1.05681813558,-0.274278752687
8010,-4.64005686442,-1.04074050903,-0.185422176785,0.450310058594,1.14064348009,-0.274345414953
8000,-4.50034264459,-1.40111902873,-0.248000250922,0.346708780924,0.735662333171,-0.414932198784
7990,-4.30692036947,-1.27184506734,-0.158275519477,0.858506859673,1.40719858805,-0.214995263349
7980,-4.20510338677,-0.825446336534,-0.160049099392,0.876252933078,1.2017320421,-0.176503024637
7970,-4.27013838026,-0.878465754191,-0.0578813340929,1.11062171088,1.6487681071,-0.0426758549202
7960,-4.33298661974,-0.767585940891,0.00261459350586,1.11230114407,1.42107594808,-0.00821665046663
7950,-4.33090701633,-0.880880974664,-0.0306164211697,0.951584837172,1.45401492649,-0.0477742080645
7940,-4.30939331055,-0.97205792745,0.0415334065755,0.982635972765,1.44516194661,-0.00232257070752
7930,-4.34993252224,-1.0865176985,-0.0136539035373,0.870734973484,1.19240264893,-0.0527578108119
7920,-4.48579542372,-1.11651415507,0.0391443040636,0.882482749091,1.00046132406,0.0232180638665
7910,-4.43777296278,-0.968623708089,0.0529469807943,0.880595762465,1.09747755263,0.0133968735323
7900,-4.34705691867,-0.732170834012,0.0223087734646,1.18466999478,1.54186367459,0.0644558679887
7890,-4.2328060574,-0.706577241686,-0.0279999627007,1.44843061659,1.90750613742,0.0809040451613
7880,-4.28960859511,-0.893661354913,-0.0650792439779,0.940100953844,1.36480848524,-0.0527535822437
7870,-4.42212609185,-1.12294967651,-0.162616390652,0.638166020711,1.05735015869,-0.208227330246
7860,-4.46707339817,-1.59391002231,-0.17198554145,0.397296913995,0.576513163249,-0.314470992919
7850,-4.46497124566,-1.12375105116,-0.136745707194,0.736524488661,1.25840962728,-0.189174929566
7840,-4.4513543023,-0.939237323337,-0.0948302374946,0.806229154799,1.03658820258,-0.138704072382
7830,-4.4637878418,-0.830256118774,-0.0495105319553,0.984426252577,1.19078080919,-0.0365997295487
7820,-4.42299448649,-0.924011171129,-0.0702926635742,0.730470504761,1.14713270399,-0.109368433082
7810,-4.38729688856,-0.832780659993,-0.0913949754503,0.983394707574,1.33075256348,-0.0431185591778
7800,-4.4254603068,-0.9000960456,-0.11095767551,0.904821328057,1.13123609755,-0.116710113877
7790,-4.48578626845,-0.671897201538,-0.063606177436,0.847880206638,1.22524414062,-0.0544650871844
7780,-4.46024237739,-0.632945463392,0.136588626438,1.32156041463,1.76475440131,0.112064945289
7770,-4.42604047987,-0.452973759969,0.127905697293,1.49525887383,1.8726498074,0.217972074905
7760,-4.40749257406,-0.763978279961,-0.0150382995605,1.39592814975,1.80913526747,0.0871467922483
7750,-4.32424757216,-0.829617801242,-0.19051361084,1.21225341797,1.52791052924,-0.0650750843677
7740,-4.3171564738,-0.94121770223,-0.200593058268,1.26713810391,1.52194773356,-0.1175533582
7730,-4.38543955485,-0.974426642524,-0.153794013129,1.09405501472,1.53380330404,-0.112557331962
7720,-4.45784420437,-1.07814293755,-0.136738501655,1.15218407525,1.53345014784,-0.0953921778628
7710,-4.56152818468,-1.06318329705,-0.144338734945,0.763499984741,1.11599205865,-0.142409121824
7700,-4.41854773627,-0.919180119832,-0.0979863484701,0.778298195733,0.94706624349,-0.0779293418686
7690,-4.26179843479,-0.706478864882,-0.0411120944553,0.894775738186,1.06179775662,-0.0260867586357
7680,-4.13100484212,-0.50596856859,-0.0291036817763,1.08973847283,1.39446767171,0.0616199121158
7670,-4.13178456624,-0.652759399414,0.0746910942925,1.32554523044,1.61128116184,0.123629305329
7660,-4.22307247586,-0.730178977119,0.0463394165039,1.50543517219,1.73782992893,0.112975946965
7650,-4.24061940511,-0.879209942288,-0.00160870022244,1.46523856269,1.79790276421,0.0644934642653
7640,-4.36384819878,-1.11033832126,-0.085129377577,1.44378385756,2.12686598036,0.0368487696079
7630,-4.40401170519,-1.25215277778,-0.222493743896,0.897055452135,1.56085476345,-0.210283312053
7620,-4.49711185031,-1.07925505744,-0.250805155436,0.880783750746,1.36664598253,-0.221126241639
7610,-4.45690375434,-1.21028630575,-0.237335798475,0.501951683892,0.896123080783,-0.326187955419
7600,-4.53100399441,-0.93816148546,-0.118124898275,0.852224188911,1.32202674018,-0.10620637347
7590,-4.58285878499,-1.10822664897,-0.129990386963,0.815433510674,1.1920888265,-0.163193948573
7580,-4.54811689589,-0.909246105618,-0.0286855909559,1.12034428067,1.81471506755,-0.00386019134536
7570,-4.46249762641,-0.953893500434,-0.0871616787381,0.888671968248,1.24048987495,-0.0902851564102
7560,-4.37684614393,-0.940026541816,-0.0814999898275,0.883310818142,1.02636464437,-0.082696693519
7550,-4.35942721897,-0.959353205363,-0.155909729004,0.783065634833,0.917642381456,-0.153882497653
7540,-4.34343617757,-0.792777370877,-0.00433705647786,1.25060574002,1.61702406141,0.0765944603828
7530,-4.37079230414,-0.637183541192,0.063463083903,1.41516050551,2.03901384142,0.145088637945
7520,-4.45667639838,-0.762530008952,0.0835614522298,1.27311548869,1.92448849148,0.140925472411
7510,-4.46130303277,-0.969030914307,0.0077146742079,0.998264016045,1.49435272217,0.00270146718361
7500,-4.53807966444,-1.08201720344,-0.0174953884549,0.989576144748,1.41944054498,-0.034012021441
7490,-4.42229648166,-1.07934979757,-0.147853003608,0.911441624959,1.39119110107,-0.128844727447
7480,-4.36761457655,-0.963535402086,-0.121888309055,1.06127490573,1.58646918403,-0.0858034369706
7470,-4.53509046766,-1.13617947049,-0.110696411133,1.02388296339,1.44041748047,-0.0889733792168
7460,-4.69260881212,-0.756571960449,-0.0108094109429,1.37652919345,1.90102725559,0.0487460779448
7450,-4.80723927816,-0.917891557482,-0.105018022325,1.13091747708,1.72209438748,-0.0803504843241
7440,-4.55356987847,-0.859909854465,-0.0813248528375,1.21023980035,1.51665462918,-0.0629639890884
7430,-4.36954396566,-0.799400583903,-0.0748480902778,1.15376347012,1.41685875787,-0.0546945646275
7420,-4.34295688205,-0.817450697157,-0.0874114142524,1.33203973558,1.69276648627,0.00859095246034
7410,-4.4087677002,-0.689931038751,-0.0220229254829,1.41815387302,1.97526380751,0.110656699612
7400,-4.39723409017,-0.638229777018,-0.0445860120985,1.39177730136,1.9999065823,0.053594614678
7390,-4.51937832303,-0.993432634142,-0.0315689934625,1.12195277744,1.71247372097,0.00308689854592
7380,-4.4425426907,-0.881343197293,-0.0984757317437,1.09567742242,1.78700527615,-0.0602294498808
7370,-4.50160725911,-0.909443495009,-0.0350549485948,1.10887396918,1.65081261529,0.006593777305
7360,-4.33628811306,-0.571744291517,-0.015470123291,1.36946714613,1.68659057617,0.0878831255357
7350,-4.38428938124,-0.493996971978,-0.00355122884115,1.23309268528,1.68120676676,0.0736754386349
7340,-4.3774339464,-0.480626127455,0.0338434007433,1.19448012458,1.46498921712,0.0537141001385
7330,-4.45326385498,-1.06738643222,0.00778189765083,1.01262397766,1.29260304769,-0.00430940250816
7320,-4.54463416206,-1.08733374702,-0.0469636705187,0.969773695204,1.2341925727,0.00324814389343
7310,-4.56140407986,-1.01234340244,0.0434430440267,1.29979605781,1.70102606879,0.10410876366
7300,-4.49308658176,-0.907873865763,-0.0339217291938,1.45057355245,1.851171875,0.0873205579336
7290,-4.48781212701,-1.08988028632,0.00423795912001,1.21312566969,1.69024149577,0.0392386452084
7280,-4.42827674018,-1.12126189338,-0.0148340013292,1.06034754435,1.54048936632,-0.0496675384331
7270,-4.540216234,-1.03337092082,-0.00736838446723,1.08780030992,1.39330919054,0.0247250521171
7260,-4.52050018311,-0.945611801147,0.0232103135851,1.15130800035,1.54071451823,0.0389475901298
7250,-4.56091647678,-0.848305274116,0.0334111531576,1.29182742649,1.749089898,0.0766363413517
7240,-4.53249664307,-0.896711315579,-0.0358311971029,1.0031470659,1.55134633382,-0.0235747646101
7230,-4.49303300646,-0.710496665107,-0.0698871188694,1.09039510939,1.66625366211,-0.0642144012015
7220,-4.46663869222,-0.89480255127,-0.0989474826389,0.781642286513,1.15530853271,-0.15945064922
7210,-4.43948025174,-0.998688040839,-0.133958265516,1.14840677897,1.70474938287,-0.120913649558
7200,-4.35412190755,-0.923819359673,-0.138703918457,1.08145868089,1.34643910726,-0.147902733645
7190,-4.5900487264,-1.02240863376,-0.180607774523,0.922638888889,1.28202429877,-0.181022319063
7180,-4.71478814019,-0.785582741631,-0.190383911133,0.862085749308,1.54430609809,-0.190418768634
7170,-4.77973361545,-1.29107683818,-0.172913784451,0.485209231906,1.0162612915,-0.261744248461
7160,-4.48493431939,-1.16743972778,-0.221714697944,0.483532969157,0.726672702365,-0.308459577874
7150,-4.35443166097,-1.3331485494,-0.214295366075,0.234144142999,0.530109490289,-0.339896751717
7140,-4.33819071452,-0.846899871826,-0.102404700385,0.57665757921,0.910484144423,-0.174118022546
7130,-4.36257035997,-0.640065655178,0.0523084852431,1.06781422085,1.65624593099,0.0562541928118
7120,-4.36289723714,-0.504042460124,0.0340005662706,1.40970783657,2.04941321479,0.162064715821
7110,-4.36326751709,-0.623443628947,-0.00743747287327,1.50800126817,1.89901207818,0.17146693579
7100,-4.36805369059,-0.552390246921,0.0816784328885,1.47612698873,1.9271870931,0.175705146632
7090,-4.39580569797,-0.992651384142,-0.0145411173503,1.17009714762,1.79689093696,0.0438837578971
