"dataResourceUid","images","dcterms:modified","dcterms:language","dcterms:license","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOccurrences","associatedOrganisms","previousIdentifications","organismRemarks","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinates","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","raw_scientificName","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","measurementDeterminedDate","recordedByID","identifiedByID","videos","species","relationshipAccordingTo","subfamily","resourceRelationshipID","eventType","measurementRemarks","measurementValue","relationshipRemarks","resourceID","relationshipEstablishedDate","superfamily","identifierRole","relationshipOfResource","measurementMethod","identifier","provenance","sounds","recordID","rights","source","measurementID","measurementType","measurementUnit","measurementDeterminedBy","measurementAccuracy","degreeOfEstablishment","relatedResourceID","images","dcterms:type"
"dr342","","2020-09-25T19:04","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","Blandowski","NMV","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C93","C93","","W Blandowski","1","","","","","","","","PRESENT","Dry | Skin","","","","","","","","","","","0e988046-e07c-4136-a811-2387e925e2a7","","","","","","","","","","","","1857","","","","","","","","","","","","","","","","","","Australia","AU","Victoria","","","Murray and Darling Rivers junction","Murray and Darling Rivers junction","","","","","","","","","","","-34.12","141.92","EPSG:4326","","","","","","","","","","","","","","Approximation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/61403a2b-8537-46e1-91cf-672d02be62b3","Leporillus apicalis","Leporillus apicalis","","","","","","","Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Myomorpha | Muroidea | Muridae | Murinae","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","apicalis","","species","","(Gould, 1853)","Lesser Stick-nest Rat","ICZN","","","","","","","","Leporillus apicalis","","","","","","","","","","","","","","","Published dataset","","a8b1a5e8-3b3e-40cc-97b0-c20e57b8d801","","","","","","","","","","","PhysicalObject"
"dr342","","2020-09-25T19:04","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","Blandowski","NMV","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C90","C90","","W Blandowski","1","","","","","","","","PRESENT","Dry | Skin","","","","","","","","","","","0e988046-e07c-4136-a811-2387e925e2a7","","","","","","","","","","","","1857","","","","","","","","","","","","","","","","","","Australia","AU","Victoria","","","Murray and Darling Rivers junction","Murray and Darling Rivers junction","","","","","","","","","","","-34.12","141.92","EPSG:4326","","","","","","","","","","","","","","Approximation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/61403a2b-8537-46e1-91cf-672d02be62b3","Leporillus apicalis","Leporillus apicalis","","","","","","","Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Myomorpha | Muroidea | Muridae | Murinae","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","apicalis","","species","","(Gould, 1853)","Lesser Stick-nest Rat","ICZN","","","","","","","","Leporillus apicalis","","","","","","","","","","","","","","","Published dataset","","456f607b-787f-4114-a70b-449905585096","","","","","","","","","","","PhysicalObject"
"dr342","","2020-09-25T19:04","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","Blandowski","NMV","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C96","C96","","W Blandowski","1","","","","","","","","PRESENT","Dry | Skin","","","","","","","","","","","0e988046-e07c-4136-a811-2387e925e2a7","","","","","","","","","","","","1857","","","","","","","","","","","","","","","","","","Australia","AU","Victoria","","","Murray and Darling Rivers junction","Murray and Darling Rivers junction","","","","","","","","","","","-34.12","141.92","EPSG:4326","","","","","","","","","","","","","","Approximation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/61403a2b-8537-46e1-91cf-672d02be62b3","Leporillus apicalis","Leporillus apicalis","","","","","","","Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Myomorpha | Muroidea | Muridae | Murinae","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","apicalis","","species","","(Gould, 1853)","Lesser Stick-nest Rat","ICZN","","","","","","","","Leporillus apicalis","","","","","","","","","","","","","","","Published dataset","","60beb714-b986-4da2-b79f-8c4230b9c166","","","","","","","","","","","PhysicalObject"
"dr342","1d9649d4-ba0e-48da-a1b1-aa9e2c793b13 | 5307bcee-fa8e-4eda-a7d9-05ad97555fa3","2023-04-28T10:40","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","Blandowski","NMV","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C28242","C28242","","W Blandowski","1","","","MALE","","","","","PRESENT","Dry | Mount","","https://collections.museumsvictoria.com.au/content/media/17/178067-large.jpg | https://collections.museumsvictoria.com.au/content/media/46/191946-large.jpg","","","","","","","","","0e988046-e07c-4136-a811-2387e925e2a7","","","","","","","","","","","","1857","","","","","","","","","","","","","","","","","","Australia","AU","Victoria","","","Murray and Darling Rivers junction","Murray and Darling Rivers junction","","","","","","","","","","","-34.12","141.92","EPSG:4326","","","","","","","","","","","","","","Approximation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/61403a2b-8537-46e1-91cf-672d02be62b3","Leporillus apicalis","Leporillus apicalis","","","","","","","Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Myomorpha | Muroidea | Muridae | Murinae","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","apicalis","","species","","(Gould, 1853)","Lesser Stick-nest Rat","ICZN","","","","","","","","Leporillus apicalis","","","","","","","","","","","","","","","Published dataset","","ec21da12-864d-492e-bc5e-91529e5d4163","","","","","","","","","","1d9649d4-ba0e-48da-a1b1-aa9e2c793b13 | 5307bcee-fa8e-4eda-a7d9-05ad97555fa3","PhysicalObject"
"dr342","","2020-09-25T19:04","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","Blandowski","NMV","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C95","C95","","W Blandowski","1","","","","","","","","PRESENT","Dry | Skin","","","","","","","","","","","0e988046-e07c-4136-a811-2387e925e2a7","","","","","","","","","","","","1857","","","","","","","","","","","","","","","","","","Australia","AU","Victoria","","","Murray and Darling Rivers junction","Murray and Darling Rivers junction","","","","","","","","","","","-34.12","141.92","EPSG:4326","","","","","","","","","","","","","","Approximation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/61403a2b-8537-46e1-91cf-672d02be62b3","Leporillus apicalis","Leporillus apicalis","","","","","","","Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Myomorpha | Muroidea | Muridae | Murinae","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","apicalis","","species","","(Gould, 1853)","Lesser Stick-nest Rat","ICZN","","","","","","","","Leporillus apicalis","","","","","","","","","","","","","","","Published dataset","","956fb52f-3851-4cbf-be04-85e0beb7c851","","","","","","","","","","","PhysicalObject"
"dr342","","2020-09-25T19:04","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","Blandowski","NMV","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C98","C98","","W Blandowski","1","","","","","","","","PRESENT","Dry | Skin","","","","","","","","","","","0e988046-e07c-4136-a811-2387e925e2a7","","","","","","","","","","","","1857","","","","","","","","","","","","","","","","","","Australia","AU","Victoria","","","Murray and Darling Rivers junction","Murray and Darling Rivers junction","","","","","","","","","","","-34.12","141.92","EPSG:4326","","","","","","","","","","","","","","Approximation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/61403a2b-8537-46e1-91cf-672d02be62b3","Leporillus apicalis","Leporillus apicalis","","","","","","","Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Myomorpha | Muroidea | Muridae | Murinae","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","apicalis","","species","","(Gould, 1853)","Lesser Stick-nest Rat","ICZN","","","","","","","","Leporillus apicalis","","","","","","","","","","","","","","","Published dataset","","ee37e033-3b0a-429d-9ace-83bef402996b","","","","","","","","","","","PhysicalObject"
"dr342","","2023-11-21T12:56","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","","NMV","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C7596","C7596","","Unknown","1","","","","","","","","PRESENT","Spirit | Wet | ethanol 70%","","","","","","","","","","","","","","","","","","","","","","","1923","1","","","","","","","","","","","","","","","","","Australia","AU","South Australia","","","Franklin Island","Franklin Island","","","","","","","","","","","-32.45","133.67","EPSG:4326","","","","","","","","","","","","","","AMG conversion, collection or Gazetteer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/0aa74239-0832-4a47-8bcb-959fc021f485","Leporillus conditor","Leporillus conditor","","","","","","","Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Myomorpha | Muroidea | Muridae | Murinae","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","conditor","","species","","(Sturt, 1848)","Greater Stick-nest Rat","ICZN","","","","","","","","Leporillus conditor","","","","","","","","","","","","","","","Published dataset","","b2cbbfef-c0c6-4f0f-8b0d-263fdbbac8cd","","","","","","","","","","","PhysicalObject"
"dr342","","2020-09-25T19:04","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","Blandowski","NMV","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C89","C89","","W Blandowski","1","","","","","","","","PRESENT","Dry | Skin","","","","","","","","","","","0e988046-e07c-4136-a811-2387e925e2a7","","","","","","","","","","","","1857","","","","","","","","","","","","","","","","","","Australia","AU","Victoria","","","Murray and Darling Rivers junction","Murray and Darling Rivers junction","","","","","","","","","","","-34.12","141.92","EPSG:4326","","","","","","","","","","","","","","Approximation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/61403a2b-8537-46e1-91cf-672d02be62b3","Leporillus apicalis","Leporillus apicalis","","","","","","","Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Myomorpha | Muroidea | Muridae | Murinae","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","apicalis","","species","","(Gould, 1853)","Lesser Stick-nest Rat","ICZN","","","","","","","","Leporillus apicalis","","","","","","","","","","","","","","","Published dataset","","1d67bbe6-c70a-4726-87d0-0d6ad8cb9755","","","","","","","","","","","PhysicalObject"
"dr342","","2020-09-25T19:04","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","Blandowski","NMV","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C97","C97","","W Blandowski","1","","","","","","","","PRESENT","Dry | Skin","","","","","","","","","","","0e988046-e07c-4136-a811-2387e925e2a7","","","","","","","","","","","","1857","","","","","","","","","","","","","","","","","","Australia","AU","Victoria","","","Murray and Darling Rivers junction","Murray and Darling Rivers junction","","","","","","","","","","","-34.12","141.92","EPSG:4326","","","","","","","","","","","","","","Approximation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/61403a2b-8537-46e1-91cf-672d02be62b3","Leporillus apicalis","Leporillus apicalis","","","","","","","Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Myomorpha | Muroidea | Muridae | Murinae","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","apicalis","","species","","(Gould, 1853)","Lesser Stick-nest Rat","ICZN","","","","","","","","Leporillus apicalis","","","","","","","","","","","","","","","Published dataset","","107b63d1-211f-4bb3-8d3f-4fd2e5607b15","","","","","","","","","","","PhysicalObject"
"dr342","","2020-09-25T19:04","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","Blandowski","NMV","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C88","C88","","W Blandowski","1","","","","","","","","PRESENT","Dry | Skin","","","","","","","","","","","0e988046-e07c-4136-a811-2387e925e2a7","","","","","","","","","","","","1857","","","","","","","","","","","","","","","","","","Australia","AU","Victoria","","","Murray and Darling Rivers junction","Murray and Darling Rivers junction","","","","","","","","","","","-34.12","141.92","EPSG:4326","","","","","","","","","","","","","","Approximation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/61403a2b-8537-46e1-91cf-672d02be62b3","Leporillus apicalis","Leporillus apicalis","","","","","","","Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Myomorpha | Muroidea | Muridae | Murinae","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","apicalis","","species","","(Gould, 1853)","Lesser Stick-nest Rat","ICZN","","","","","","","","Leporillus apicalis","","","","","","","","","","","","","","","Published dataset","","8688fad1-9dfc-4063-96c6-950eeaa15a24","","","","","","","","","","","PhysicalObject"
"dr342","","2020-03-10T11:15","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","Blandowski","NMV","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C5572","C5572","","W Blandowski","1","","","","","","","","PRESENT","Dry | Skin","","","","","","","","","","","0d7c8c81-a197-4c69-a703-458a36e0b112","","","","","","","","","","","","1857","","","","","","","","","","","","","","","","","","Australia","AU","Victoria","","","Murray and Darling Rivers junction","Murray and Darling Rivers junction","","","","","","","","","","","-34.18","142.15","EPSG:4326","","","","","","","","","","","","","","Approximation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/61403a2b-8537-46e1-91cf-672d02be62b3","Leporillus apicalis","Leporillus apicalis","","","","","","","Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Myomorpha | Muroidea | Muridae | Murinae","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","apicalis","","species","","(Gould, 1853)","Lesser Stick-nest Rat","ICZN","","","","","","","","Leporillus apicalis","","","","","","","","","","","","","","","Published dataset","","427fdd42-a08c-46f8-8d50-ec843041d61d","","","","","","","","","","","PhysicalObject"
"dr342","","2020-03-10T11:17","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","Blandowski","NMV","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C5574","C5574","","W Blandowski","1","","","","","","","","PRESENT","Dry | Skin","","","","","","","","","","","0d7c8c81-a197-4c69-a703-458a36e0b112","","","","","","","","","","","","1857","","","","","","","","","","","","","","","","","","Australia","AU","Victoria","","","Murray and Darling Rivers junction","Murray and Darling Rivers junction","","","","","","","","","","","-34.18","142.15","EPSG:4326","","","","","","","","","","","","","","Approximation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/61403a2b-8537-46e1-91cf-672d02be62b3","Leporillus apicalis","Leporillus apicalis","","","","","","","Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Myomorpha | Muroidea | Muridae | Murinae","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","apicalis","","species","","(Gould, 1853)","Lesser Stick-nest Rat","ICZN","","","","","","","","Leporillus apicalis","","","","","","","","","","","","","","","Published dataset","","e5884889-aa33-4708-90ea-7df07b255e69","","","","","","","","","","","PhysicalObject"
"dr342","","2020-09-25T19:04","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","Blandowski","NMV","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C99","C99","","W Blandowski","1","","","","","","","","PRESENT","Dry | Skin","","","","","","","","","","","0e988046-e07c-4136-a811-2387e925e2a7","","","","","","","","","","","","1857","","","","","","","","","","","","","","","","","","Australia","AU","Victoria","","","Murray and Darling Rivers junction","Murray and Darling Rivers junction","","","","","","","","","","","-34.12","141.92","EPSG:4326","","","","","","","","","","","","","","Approximation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/61403a2b-8537-46e1-91cf-672d02be62b3","Leporillus apicalis","Leporillus apicalis","","","","","","","Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Myomorpha | Muroidea | Muridae | Murinae","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","apicalis","","species","","(Gould, 1853)","Lesser Stick-nest Rat","ICZN","","","","","","","","Leporillus apicalis","","","","","","","","","","","","","","","Published dataset","","c2483567-3a4f-4e6d-8b71-9863c859596a","","","","","","","","","","","PhysicalObject"
"dr342","","2020-03-10T11:14","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","Blandowski","NMV","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C5570","C5570","","W Blandowski","1","","","MALE","","","","","PRESENT","Dry | Skin","","","","","","","","","","","e5884889-aa33-4708-90ea-7df07b255e69|997f7ff5-e96b-4dbe-b231-b03c4ee8396b|21f6310e-e0d7-41e4-bd33-61b829528885|a6eaf67c-5f77-4646-b340-28c2afd5d592|427fdd42-a08c-46f8-8d50-ec843041d61d","","","","","","","","","","","","1857","","","","","","","","","","","","","","","","","","Australia","AU","Victoria","","","Murray and Darling Rivers junction","Murray and Darling Rivers junction","","","","","","","","","","","-34.18","142.15","EPSG:4326","","","","","","","","","","","","","","Approximation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/61403a2b-8537-46e1-91cf-672d02be62b3","Leporillus apicalis","Leporillus apicalis","","","","","","","Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Myomorpha | Muroidea | Muridae | Murinae","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","apicalis","","species","","(Gould, 1853)","Lesser Stick-nest Rat","ICZN","","","","","","","","Leporillus apicalis","","","","","","","","","","","","","","","Published dataset","","0d7c8c81-a197-4c69-a703-458a36e0b112","","","","","","","","","","","PhysicalObject"
"dr342","","2020-03-10T11:15","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","Blandowski","NMV","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C5571","C5571","","W Blandowski","1","","","FEMALE","","","","","PRESENT","Dry | Skin","","","","","","","","","","","0d7c8c81-a197-4c69-a703-458a36e0b112","","","","","","","","","","","","1857","","","","","","","","","","","","","","","","","","Australia","AU","Victoria","","","Murray and Darling Rivers junction","Murray and Darling Rivers junction","","","","","","","","","","","-34.18","142.15","EPSG:4326","","","","","","","","","","","","","","Approximation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/61403a2b-8537-46e1-91cf-672d02be62b3","Leporillus apicalis","Leporillus apicalis","","","","","","","Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Myomorpha | Muroidea | Muridae | Murinae","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","apicalis","","species","","(Gould, 1853)","Lesser Stick-nest Rat","ICZN","","","","","","","","Leporillus apicalis","","","","","","","","","","","","","","","Published dataset","","21f6310e-e0d7-41e4-bd33-61b829528885","","","","","","","","","","","PhysicalObject"
"dr342","","2020-09-25T19:04","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","Blandowski","NMV","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C87","C87","","W Blandowski","1","","","","","","","","PRESENT","Dry | Skin, skull","","","","","","","","","","","ec21da12-864d-492e-bc5e-91529e5d4163|7268b1d8-4da4-4a66-8edd-67627d5bd059|8eec784a-e172-4e2a-80e2-634df10c57e8|a8b1a5e8-3b3e-40cc-97b0-c20e57b8d801|6a9b4b07-e14d-4ac0-aa30-32e1d059b959|956fb52f-3851-4cbf-be04-85e0beb7c851|d610a350-45e4-41ec-ad9e-3800cf395537|a2937400-ba34-4c45-8c31-989b70ffd34e|33187dd2-3f1d-4955-a765-527e1be1e14c|8688fad1-9dfc-4063-96c6-950eeaa15a24|ee37e033-3b0a-429d-9ace-83bef402996b|456f607b-787f-4114-a70b-449905585096|c2483567-3a4f-4e6d-8b71-9863c859596a|60beb714-b986-4da2-b79f-8c4230b9c166|16d18498-34e2-4954-8f30-6e936f8d2d23|1d67bbe6-c70a-4726-87d0-0d6ad8cb9755|107b63d1-211f-4bb3-8d3f-4fd2e5607b15","","","","","","","","","","","","1857","","","","","","","","","","","","","","","","","","Australia","AU","Victoria","","","Murray and Darling Rivers junction","Murray and Darling Rivers junction","","","","","","","","","","","-34.12","141.92","EPSG:4326","","","","","","","","","","","","","","Approximation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/61403a2b-8537-46e1-91cf-672d02be62b3","Leporillus apicalis","Leporillus apicalis","","","","","","","Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Myomorpha | Muroidea | Muridae | Murinae","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","apicalis","","species","","(Gould, 1853)","Lesser Stick-nest Rat","ICZN","","","","","","","","Leporillus apicalis","","","","","","","","","","","","","","","Published dataset","","0e988046-e07c-4136-a811-2387e925e2a7","","","","","","","","","","","PhysicalObject"
"dr342","a421eb53-a168-4136-bb4a-629cef524e4f","2023-04-28T10:40","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","Blandowski","NMV","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C28243","C28243","","W Blandowski","1","","","FEMALE","","","","","PRESENT","Dry | Mount","","https://collections.museumsvictoria.com.au/content/media/18/178068-large.jpg | https://collections.museumsvictoria.com.au/content/media/46/191946-large.jpg","","","","","","","","","0e988046-e07c-4136-a811-2387e925e2a7","","","","","","","","","","","","1857","","","","","","","","","","","","","","","","","","Australia","AU","Victoria","","","Murray and Darling Rivers junction","Murray and Darling Rivers junction","","","","","","","","","","","-34.12","141.92","EPSG:4326","","","","","","","","","","","","","","Approximation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/61403a2b-8537-46e1-91cf-672d02be62b3","Leporillus apicalis","Leporillus apicalis","","","","","","","Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Myomorpha | Muroidea | Muridae | Murinae","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","apicalis","","species","","(Gould, 1853)","Lesser Stick-nest Rat","ICZN","","","","","","","","Leporillus apicalis","","","","","","","","","","","","","","","Published dataset","","7268b1d8-4da4-4a66-8edd-67627d5bd059","","","","","","","","","","a421eb53-a168-4136-bb4a-629cef524e4f","PhysicalObject"
"dr342","","2020-03-10T11:16","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","Blandowski","NMV","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C5573","C5573","","W Blandowski","1","","","","","","","","PRESENT","Dry | Skin","","","","","","","","","","","0d7c8c81-a197-4c69-a703-458a36e0b112","","","","","","","","","","","","1857","","","","","","","","","","","","","","","","","","Australia","AU","Victoria","","","Murray and Darling Rivers junction","Murray and Darling Rivers junction","","","","","","","","","","","-34.18","142.15","EPSG:4326","","","","","","","","","","","","","","Approximation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/61403a2b-8537-46e1-91cf-672d02be62b3","Leporillus apicalis","Leporillus apicalis","","","","","","","Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Myomorpha | Muroidea | Muridae | Murinae","Animalia","Chordata","Mammalia","Rodentia","Muridae","Leporillus","","apicalis","","species","","(Gould, 1853)","Lesser Stick-nest Rat","ICZN","","","","","","","","Leporillus apicalis","","","","","","","","","","","","","","","Published dataset","","a6eaf67c-5f77-4646-b340-28c2afd5d592","","","","","","","","","","","PhysicalObject"
